0,4
1,5
2,4
3,3
4,6
6,4
7,5
8,10
10,8
11,2
12,6
16,21
17,28
18,24
19,20
20,40
21,27
22,42
23,33
25,37
26,57
27,71
28,44
29,56
30,53
31,52
32,47
33,26
34,27
35,21
38,34
39,37
40,17
41,19
43,18
44,21
46,17
47,16
48,16
49,15
50,23
52,17
53,12
55,10
56,15
57,19
58,21
59,14
60,18
64,23
66,62
68,76
69,66
70,64
71,68
72,89
73,92
74,140
75,116
76,142
77,129
78,140
79,140
80,127
81,129
82,169
83,141
84,108
86,70
88,104
89,90
90,85
92,53
97,40
98,37
100,30
101,30
102,28
103,23
104,24
105,29
106,26
107,23
109,19
110,20
111,26
112,29
113,31
115,26
116,32
117,35
118,33
119,30
120,52
121,59
123,65
124,74
125,70
126,61
127,53
128,76
129,61
130,57
131,44
132,34
133,47
134,60
135,60
136,53
138,31
140,32
141,28
143,33
144,35
145,22
146,13
148,21
149,17
150,11
151,8
152,8
154,6
155,7
157,17
158,10
159,10
160,18
161,19
164,12
165,21
166,18
167,16
168,16
169,22
171,25
172,23
173,12
174,25
175,28
176,27
177,18
178,23
179,23
180,29
182,36
184,46
185,31
186,25
187,40
189,38
190,30
192,31
193,26
194,35
195,36
196,39
197,25
198,31
201,25
202,24
203,18
204,23
205,13
206,18
208,17
209,22
210,13
211,24
212,31
213,34
214,31
216,38
217,49
218,42
219,49
220,55
221,80
223,72
224,89
225,115
226,179
227,202
243,154
244,91
246,56
247,46
249,26
251,17
252,20
253,11
254,7
255,16
256,14
259,2
260,6
262,4
263,3
264,4
266,8
267,7
268,10
269,14
270,7
272,11
274,17
275,19
276,24
277,17
278,28
279,40
280,33
281,31
282,33
283,29
284,30
285,36
287,40
288,28
289,36
290,19
292,23
293,17
295,23
296,14
297,20
298,13
299,23
300,20
301,16
303,23
305,15
306,4
308,5
309,11
310,11
312,4
313,6
315,2
316,4
317,2
318,4
319,6
320,6
322,6
323,11
324,16
325,9
327,13
329,21
330,19
331,17
333,27
334,30
335,29
337,35
338,33
339,30
340,29
343,22
346,26
347,29
349,33
350,24
351,30
352,20
353,17
354,24
358,9
359,14
361,11
362,19
363,10
364,8
365,8
366,9
367,3
368,7
369,14
370,4
371,9
372,14
373,7
374,9
375,3
377,14
378,12
379,10
381,26
382,47
383,42
384,31
385,34
386,33
387,52
388,56
392,47
394,49
395,66
398,67
400,68
401,49
402,50
403,56
404,75
405,63
407,41
408,50
410,31
412,30
413,32
414,26
415,30
416,36
419,48
420,44
421,51
422,59
423,71
424,102
425,128
426,127
427,150
428,191
429,256
430,329
431,263
432,220
433,204
434,181
435,99
437,80
438,102
441,68
442,64
444,67
446,85
447,67
448,73
449,89
450,68
453,77
454,75
455,47
458,28
459,37
460,37
461,27
462,12
463,15
464,22
466,15
467,17
468,10
469,9
473,11
474,16
478,14
479,13
480,15
481,30
482,25
484,44
485,25
487,48
488,56
489,60
490,45
491,55
492,32
495,42
496,37
497,43
498,34
499,40
501,16
502,17
503,17
504,16
505,23
506,18
507,18
508,9
510,7
512,3
513,2
514,8
515,3
517,1
518,2
519,3
520,3
521,2
523,0
524,2
525,2
526,0
527,6
528,3
529,6
530,2
531,3
532,2
533,4
534,5
535,2
536,9
537,2
539,8
540,6
541,3
543,14
544,15
545,20
546,9
547,20
548,28
549,38
551,30
552,23
553,16
554,22
555,28
556,14
558,20
559,17
561,13
562,20
563,9
564,18
565,9
566,8
568,11
570,6
573,13
574,8
575,8
576,5
577,16
579,11
580,18
581,10
582,22
583,14
584,16
585,18
586,27
587,38
588,35
590,51
591,65
592,55
593,54
594,62
595,64
597,65
598,71
599,75
600,71
601,72
602,47
603,27
604,35
605,25
606,19
607,37
608,38
609,34
610,26
612,18
613,22
614,16
615,18
616,6
617,12
618,6
619,6
620,3
621,7
623,1
624,3
625,2
626,2
627,1
628,10
629,3
633,2
634,6
636,3
637,5
638,4
639,7
640,6
641,5
642,7
643,6
645,4
646,7
647,9
649,5
650,10
651,6
652,13
654,5
655,5
656,9
657,3
658,6
659,11
660,7
661,7
662,15
663,9
664,6
666,6
667,7
668,10
669,8
670,7
671,12
672,3
673,2
675,5
676,5
677,7
678,7
680,7
682,13
683,10
684,14
685,11
687,25
688,17
689,18
690,25
691,21
692,31
695,35
696,28
697,37
699,34
700,30
701,39
702,39
704,34
705,30
706,37
707,29
708,26
709,15
710,22
712,20
714,10
715,21
717,14
718,9
719,11
720,5
721,6
723,11
725,3
726,2
730,5
731,3
732,12
733,13
734,10
735,13
736,13
738,21
739,18
740,8
741,7
742,20
743,14
744,14
745,7
746,14
747,10
750,13
751,18
753,16
754,20
755,17
756,4
757,15
758,8
759,6
760,12
761,15
762,11
764,15
765,17
766,7
767,7
768,8
769,9
771,12
772,5
774,11
775,4
777,7
778,1
779,1
781,2
782,6
784,4
785,10
786,12
787,21
789,21
790,30
791,45
792,56
793,75
794,83
796,126
797,119
799,131
800,112
801,82
802,73
803,43
804,55
805,55
806,53
807,46
808,43
809,29
812,13
813,17
814,8
815,13
816,10
817,17
818,19
819,9
820,9
821,9
822,3
823,7
824,7
825,0
826,2
829,1
830,3
831,3
832,3
833,7
835,5
837,5
838,5
839,6
840,6
841,4
842,4
843,8
844,14
845,12
846,16
847,10
849,18
850,15
851,23
852,17
853,33
854,15
856,11
857,14
858,17
860,20
861,12
862,21
864,19
865,10
866,13
867,10
869,21
870,11
872,14
873,14
874,15
876,16
877,12
878,20
879,8
880,3
881,13
882,4
883,1
884,10
885,8
886,13
887,10
889,18
890,21
891,34
892,25
893,34
895,40
896,42
897,36
898,72
900,76
901,92
904,106
905,101
906,170
907,135
908,106
910,48
911,48
912,26
914,29
916,12
918,17
919,15
922,10
924,2
925,6
926,8
928,1
929,2
930,3
931,4
932,3
933,1
935,5
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,1
947,0
948,0
949,0
950,0
951,1
952,1
953,0
954,0
955,0
956,0
958,0
959,0
960,1
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,1
978,0
979,0
980,0
982,1
983,1
984,0
985,0
986,1
988,0
989,0
990,0
991,0
992,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,1
1009,1
1010,1
1011,2
1012,4
1013,1
1014,4
1015,11
1016,16
1017,23
1019,14
1020,18
1021,8
1022,7
1023,10
1024,7
1025,10
1026,5
1027,11
1028,8
1030,13
1032,22
1033,10
1034,5
1035,13
1036,2
1037,11
1038,11
1039,3
1040,7
1041,7
1042,4
1043,5
1044,6
1045,7
1046,7
1048,9
1049,17
1050,8
1051,22
1052,18
1053,21
1054,16
1055,31
1056,25
1058,26
1059,18
1060,27
1061,11
1062,38
1063,29
1064,21
1065,11
1066,10
1067,5
1068,6
1069,2
1070,1
1071,2
1072,2
1074,5
1075,1
1076,4
1077,2
1078,4
1079,0
1080,0
1081,0
1082,0
1083,1
1084,1
1085,1
1086,1
1087,1
1088,2
1089,3
1090,4
1091,6
1092,2
1093,2
1094,5
1095,1
1096,1
1097,0
1098,0
1099,0
1100,0
1101,2
1102,0
1103,3
1104,0
1105,0
1106,0
1107,2
1108,2
1109,3
1110,3
1111,3
1112,1
1113,2
1114,3
1115,6
1116,5
1117,1
1119,5
1120,8
1121,5
1122,2
1123,3
1124,3
1125,1
1126,6
1127,4
1128,1
1129,2
1130,3
1131,1
1132,8
1133,4
1134,6
1135,7
1136,5
1137,8
1138,6
1140,6
1141,6
1142,13
1143,2
1144,10
1145,3
1146,12
1147,7
1153,8
1154,6
1155,9
1156,12
1157,19
1158,8
1159,16
1160,21
1161,6
1162,22
1163,37
1164,33
1165,18
1166,83
1168,32
1169,7
1171,10
1172,5
1173,8
1174,7
1175,8
1176,11
1177,6
1178,7
1179,7
1180,14
1181,7
1182,9
1183,13
1184,16
1185,7
1186,9
1187,2
1188,13
1189,8
1191,5
1193,8
1194,2
1195,3
1196,5
1197,7
1198,3
1199,5
1200,6
1201,5
1202,5
1204,0
1205,0
1208,0
1210,4
1211,4
1212,3
1213,3
1214,5
1216,14
1217,3
1218,7
1219,11
1220,2
1221,6
1222,8
1224,21
1226,28
1228,20
1229,24
1230,28
1231,26
1232,8
1233,9
1234,12
1235,18
1236,9
1237,9
1238,6
1239,6
